ID,City,Latitude,Longitude,Country,State
4189960,Crawfordville,33.55402,-82.89598,US,GA
4190396,Cumming,34.20732,-84.14019,US,GA
4190434,Cusseta,32.30543,-84.7727,US,GA
4190451,Cuthbert,31.77127,-84.78937,US,GA
4190523,Dacula,33.98872,-83.89796,US,GA
4190542,Dahlonega,34.53259,-83.98491,US,GA
4190581,Dalton,34.7698,-84.97022,US,GA
4190598,Dallas,33.92371,-84.84077,US,GA
4190721,Danielsville,34.12428,-83.22126,US,GA
4190744,Darien,31.37023,-81.43399,US,GA
4190779,Dasher,30.74743,-83.2207,US,GA
4190940,Davisboro,32.97904,-82.60791,US,GA
4190953,Dawson,31.77382,-84.448,US,GA
4190979,Dawsonville,34.42121,-84.11908,US,GA
4191099,Dearing,33.41319,-82.38513,US,GA
4191124,Decatur,33.77483,-84.29631,US,GA
4191144,Deenwood,31.22201,-82.38725,US,GA
4191294,Demorest,34.5651,-83.54517,US,GA
4191408,Dexter,32.43239,-83.06126,US,GA
4191628,Dock Junction,31.20245,-81.51677,US,GA
4191671,Doerun,31.31963,-83.91712,US,GA
4191735,Donalsonville,31.04046,-84.87909,US,GA
4191768,Doraville,33.89816,-84.28326,US,GA
4191916,Douglas,31.50881,-82.84987,US,GA
4191955,Douglasville,33.7515,-84.74771,US,GA
4192088,Druid Hills,33.78038,-84.33604,US,GA
4192205,Dublin,32.54044,-82.90375,US,GA
4192271,Dudley,32.54239,-83.07043,US,GA
4192289,Duluth,34.00288,-84.14464,US,GA
4192375,Dunwoody,33.94621,-84.33465,US,GA
4192606,East Dublin,32.54822,-82.87181,US,GA
4192608,East Ellijay,34.68397,-84.4727,US,GA
4192627,East Griffin,33.24373,-84.22881,US,GA
4192674,East Point,33.67955,-84.43937,US,GA
4192686,East Newnan,33.35067,-84.7766,US,GA
4192754,Eastman,32.19767,-83.17765,US,GA
4192800,Eatonton,33.3268,-83.3885,US,GA
4192985,Edison,31.55823,-84.73825,US,GA
4193099,Elberton,34.11159,-82.86863,US,GA
4193210,Ellaville,32.23821,-84.30908,US,GA
4193229,Ellijay,34.69481,-84.48215,US,GA
4193354,Emerson,34.12704,-84.75549,US,GA
4193464,Enigma,31.41297,-83.32905,US,GA
4193631,Eton,34.82508,-84.76327,US,GA
4193661,Euharlee,34.14482,-84.933,US,GA
4193699,Evans,33.53375,-82.13067,US,GA
4194072,Experiment,33.26539,-84.28159,US,GA
4194111,Fair Oaks,33.91649,-84.54465,US,GA
4194121,Fairburn,33.56706,-84.58104,US,GA
4194184,Fairmount,34.4362,-84.69993,US,GA
4194202,Fairview,34.94563,-85.2844,US,GA
4194474,Fayetteville,33.44873,-84.45493,US,GA
4195168,Fitzgerald,31.71491,-83.25265,US,GA
4195413,Flemington,31.85965,-81.564,US,GA
4195511,Flovilla,33.25373,-83.89852,US,GA
4195544,Flowery Branch,34.1851,-83.92518,US,GA
4195600,Folkston,30.83095,-82.01131,US,GA
4195701,Forest Park,33.62205,-84.36909,US,GA
4195771,Forsyth,33.0343,-83.93824,US,GA
4195809,Fort Gaines,31.60924,-85.04933,US,GA
4195850,Fort Oglethorpe,34.94896,-85.2569,US,GA
4195869,Fort Valley,32.55376,-83.88741,US,GA
4196083,Franklin,33.27762,-85.098,US,GA
4196122,Franklin Springs,34.28483,-83.14432,US,GA
4196586,Gainesville,34.29788,-83.82407,US,GA
4196688,Garden City,32.11437,-81.154,US,GA
4196917,Georgetown,31.98326,-81.22733,US,GA
4196919,Georgetown,31.88461,-85.10743,US,GA
4197055,Gibson,33.23348,-82.59541,US,GA
4197325,Glennville,31.93659,-81.92845,US,GA
4197332,Glenwood,32.1799,-82.66958,US,GA
4197593,Gordon,32.88209,-83.33238,US,GA
4197884,Grantville,33.23484,-84.83577,US,GA
4197938,Gray,33.00958,-83.53378,US,GA
4197968,Grayson,33.89427,-83.95574,US,GA
4198204,Greensboro,33.57568,-83.18238,US,GA
4198218,Greenville,33.02874,-84.71298,US,GA
4198298,Gresham Park,33.70344,-84.31437,US,GA
4198322,Griffin,33.24678,-84.26409,US,GA
4198514,Grovetown,33.45042,-82.19818,US,GA
4198592,Gumlog,34.49177,-83.09654,US,GA
4198633,Guyton,32.3363,-81.3915,US,GA
4198732,Hagan,32.15603,-81.93373,US,GA
4198750,Hahira,30.99131,-83.37266,US,GA
4198912,Hamilton,32.75791,-84.87493,US,GA
4198972,Hampton,33.38706,-84.28298,US,GA
4199055,Hannahs Mill,32.93291,-84.34936,US,GA
4199075,Hapeville,33.66011,-84.4102,US,GA
4199185,Hardwick,33.0682,-83.22349,US,GA
4199219,Harlem,33.41458,-82.31262,US,GA
4199572,Hartwell,34.35288,-82.93209,US,GA
4199694,Hawkinsville,32.28377,-83.47212,US,GA
4199778,Hazlehurst,31.86963,-82.5943,US,GA
4199921,Helen,34.70148,-83.73157,US,GA
4199928,Helena,32.07379,-82.91459,US,GA
4200088,Hephzibah,33.31403,-82.09679,US,GA
4200188,Hiawassee,34.94926,-83.75739,US,GA
4200671,Hinesville,31.84688,-81.59595,US,GA
4200707,Hiram,33.87566,-84.76216,US,GA
4200749,Hoboken,31.18106,-82.13484,US,GA
4200849,Hogansville,33.17318,-84.91494,US,GA
4201047,Holly Springs,34.17399,-84.50132,US,GA
4201138,Homeland,30.85637,-82.02264,US,GA
4201141,Homer,34.33372,-83.49905,US,GA
4201144,Homerville,31.0366,-82.74708,US,GA
4201465,Hoschton,34.0965,-83.76128,US,GA
4202021,Indian Springs,33.24262,-83.92074,US,GA
4202022,Indian Springs,34.95785,-85.1644,US,GA
4202260,Irondale,33.48067,-84.35881,US,GA
4202277,Irwinton,32.81126,-83.17265,US,GA
4202308,Isle of Hope,31.98188,-81.06094,US,GA
4202321,Ivey,32.90709,-83.29071,US,GA
4202426,Jackson,33.29457,-83.96602,US,GA
4202634,Jasper,34.46787,-84.42909,US,GA
4202672,Jefferson,34.11705,-83.57239,US,GA
4202673,Jefferson,33.4493,-83.31155,US,GA
4202699,Jeffersonville,32.68765,-83.34656,US,GA
4202810,Jesup,31.60785,-81.88634,US,GA
4203316,Jonesboro,33.5215,-84.35381,US,GA
4203696,Kennesaw,34.02343,-84.61549,US,GA
4204007,Kingsland,30.79996,-81.68983,US,GA
4204015,Kingston,34.23704,-84.94411,US,GA
4204016,Kingston,33.48014,-82.07901,US,GA
4204196,Knoxville,32.72431,-83.99769,US,GA
4204230,LaGrange,33.03929,-85.03133,US,GA
4204241,LaFayette,34.7048,-85.2819,US,GA
4204350,Lake City,33.6065,-84.3352,US,GA
4204623,Lake Park,30.68215,-83.17959,US,GA
4204775,Lakeland,31.04104,-83.07515,US,GA
4204818,Lakeview,34.97924,-85.25884,US,GA
4204838,Lakeview Estates,33.70678,-84.03158,US,GA
4205164,Lavonia,34.43594,-83.10682,US,GA
4205196,Lawrenceville,33.95621,-83.98796,US,GA
4205269,Leary,31.48573,-84.5138,US,GA
4205392,Leesburg,31.73212,-84.17074,US,GA
4205541,Lexington,33.86984,-83.11182,US,GA
4205724,Lilburn,33.8901,-84.14297,US,GA
4205793,Lincoln Park,32.86791,-84.33047,US,GA
4205797,Lincolnton,33.79235,-82.47902,US,GA
4205805,Lindale,34.18676,-85.17467,US,GA
4205885,Lithia Springs,33.794,-84.66049,US,GA
4205889,Lithonia,33.71233,-84.10519,US,GA
4206502,Locust Grove,33.34595,-84.10908,US,GA
4206547,Loganville,33.839,-83.90074,US,GA
4206783,Lookout Mountain,34.97758,-85.35774,US,GA
4206882,Louisville,33.00154,-82.41124,US,GA
4206905,Lovejoy,33.43622,-84.31437,US,GA
4207083,Ludowici,31.70799,-81.74234,US,GA
4207098,Lula,34.3876,-83.66629,US,GA
4207114,Lumber City,31.92935,-82.67958,US,GA
4207128,Lumpkin,32.05099,-84.79909,US,GA
4207163,Luthersville,33.21012,-84.74438,US,GA
4207167,Lyerly,34.40398,-85.40329,US,GA
4207205,Lyons,32.20435,-82.32179,US,GA
4207226,Mableton,33.81872,-84.58243,US,GA
4207400,Macon,32.84069,-83.6324,US,GA
4207447,Madison,33.59568,-83.46794,US,GA
4207625,Manchester,32.85985,-84.61993,US,GA
4207783,Marietta,33.9526,-84.54993,US,GA
4207892,Marshallville,32.45626,-83.94019,US,GA
4207981,Martinez,33.51736,-82.07567,US,GA
4208245,Maysville,34.25288,-83.56155,US,GA
4208302,McCaysville,34.98619,-84.37131,US,GA
4208442,McDonough,33.44734,-84.14686,US,GA
4208556,McIntyre,32.84626,-83.19071,US,GA
4208683,McRae,32.06795,-82.9007,US,GA
4208828,Meigs,31.07241,-84.08907,US,GA
4209013,Metter,32.39712,-82.06012,US,GA
4209132,Midway,31.80577,-81.43066,US,GA
4209235,Milan,32.0174,-83.06265,US,GA
4209448,Milledgeville,33.08014,-83.2321,US,GA
4209454,Millen,32.80405,-81.94928,US,GA
4209602,Milner,33.11679,-84.19659,US,GA
4209884,Monroe,33.79484,-83.71323,US,GA
4209927,Montezuma,32.30516,-84.02741,US,GA
4209934,Montgomery,31.94049,-81.12205,US,GA
4209951,Monticello,33.30485,-83.68323,US,GA
4210099,Morgan,31.53767,-84.59936,US,GA
4210254,Morrow,33.58317,-84.33937,US,GA
4210266,Morven,30.94158,-83.49933,US,GA
4210382,Mount Airy,34.51871,-83.50073,US,GA
4210397,Moultrie,31.17991,-83.78906,US,GA
4211083,Mount Vernon,32.17851,-82.59458,US,GA
4211143,Mount Zion,33.63428,-85.18717,US,GA
4211144,Mount Zion,33.36125,-83.00765,US,GA
4211386,Mountain City,34.91815,-83.38544,US,GA
4211428,Mountain Park,33.84427,-84.12936,US,GA
4211484,Mountain Park,34.08093,-84.41132,US,GA
4211775,Nahunta,31.20439,-81.98123,US,GA
4211839,Nashville,31.20742,-83.25015,US,GA
4211941,Nelson,34.38204,-84.37103,US,GA
4212661,Newborn,33.51706,-83.69601,US,GA
4212684,Newnan,33.38067,-84.79966,US,GA
4212728,Newton,31.31296,-84.33574,US,GA
4212770,Nicholls,31.51742,-82.63486,US,GA
4212779,Nicholson,34.114,-83.43155,US,GA
4212888,Norcross,33.94121,-84.21353,US,GA
4212913,Norman Park,31.26907,-83.68712,US,GA
4212937,North Atlanta,33.8651,-84.33659,US,GA
4212992,North Decatur,33.79038,-84.30603,US,GA
4212995,North Druid Hills,33.81677,-84.31326,US,GA
4213063,North High Shoals,33.82012,-83.506,US,GA
4213771,Oakwood,34.2276,-83.88435,US,GA
4213772,Oakwood,33.54817,-83.97435,US,GA
4213805,Ochlocknee,30.97415,-84.05502,US,GA
4213812,Ocilla,31.59447,-83.2513,US,GA
4213881,Odum,31.66604,-82.0279,US,GA
4213919,Oglethorpe,32.29377,-84.06102,US,GA
4214294,Omega,31.34102,-83.5935,US,GA
4214538,Oxford,33.619,-83.86741,US,GA
4214627,Palmetto,33.51789,-84.66965,US,GA
4214693,Panthersville,33.70733,-84.27187,US,GA
4215033,Pavo,30.95991,-83.73795,US,GA
4215110,Peachtree City,33.39678,-84.59576,US,GA
4215114,Peachtree Corners,33.9701,-84.22159,US,GA
4215163,Pearson,31.2977,-82.85237,US,GA
4215243,Pelham,31.12802,-84.15304,US,GA
4215251,Pembroke,32.13634,-81.62348,US,GA
4215391,Perry,32.45821,-83.73157,US,GA
4215613,Phillipsburg,31.43963,-83.51933,US,GA
4215999,Pine Lake,33.79372,-84.20603,US,GA
4216043,Pine Mountain,33.67594,-84.11492,US,GA
4216049,Pine Mountain,32.86485,-84.8541,US,GA
4216189,Pineview,32.11017,-83.501,US,GA
4216423,Plains,32.03405,-84.39269,US,GA
4216948,Pooler,32.11548,-81.24706,US,GA
4217075,Port Wentworth,32.14909,-81.16317,US,GA
4217080,Portal,32.53822,-81.93234,US,GA
4217100,Porterdale,33.57511,-83.8938,US,GA
4217195,Poulan,31.51296,-83.78767,US,GA
4217214,Powder Springs,33.85955,-84.68382,US,GA
4217343,Preston,32.06599,-84.53742,US,GA
4217634,Putney,31.47018,-84.11768,US,GA
4217712,Quitman,30.78492,-83.55988,US,GA
4217931,Raoul,34.44954,-83.59434,US,GA
4217984,Ray City,31.07464,-83.19932,US,GA
4218165,Redan,33.74538,-84.13158,US,GA
4218244,Reed Creek,34.44594,-82.92487,US,GA
4218414,Reidsville,32.08686,-82.1179,US,GA
4218427,Remerton,30.84409,-83.31043,US,GA
4218450,Resaca,34.58036,-84.94328,US,GA
4218581,Reynolds,32.55987,-84.0963,US,GA
4218659,Riceboro,31.73549,-81.43344,US,GA
4218732,Richland,32.08793,-84.66742,US,GA
4218752,Richmond Hill,31.93827,-81.30344,US,GA
4218882,Rincon,32.29603,-81.23539,US,GA
4218896,Ringgold,34.91591,-85.10912,US,GA
4219001,Riverdale,33.57261,-84.41326,US,GA
4219161,Roberta,32.72181,-84.01324,US,GA
4219255,Rochelle,31.95101,-83.45627,US,GA
4219459,Rockmart,34.0026,-85.04161,US,GA
4219762,Rome,34.25704,-85.16467,US,GA
4219934,Roswell,34.02316,-84.36159,US,GA
4219964,Rossville,34.98313,-85.28607,US,GA
4220073,Royston,34.28705,-83.11015,US,GA
4220151,Russell,33.97872,-83.70017,US,GA
4220204,Rutledge,33.62595,-83.61239,US,GA
4220217,Rydal,34.33537,-84.71549,US,GA
4220629,St. Marys,30.73051,-81.54649,US,GA
4220861,Saint Simon Mills,31.17079,-81.40732,US,GA
4220866,Saint Simons Island,31.15051,-81.36954,US,GA
4221206,Sandersville,32.98154,-82.81014,US,GA
4221333,Sandy Springs,33.92427,-84.37854,US,GA
4221394,Sardis,32.97516,-81.75761,US,GA
4221395,Sardis,32.79652,-84.63881,US,GA
4221552,Savannah,32.08354,-81.09983,US,GA
4221732,Scottdale,33.78983,-84.26409,US,GA
4221755,Screven,31.48633,-82.01706,US,GA
4221953,Senoia,33.30234,-84.55382,US,GA
4222182,Shannon,34.33676,-85.07134,US,GA
4222192,Shannon,33.40456,-84.46826,US,GA
4222333,Shellman,31.75628,-84.6152,US,GA
4223004,Skidaway Island,31.93494,-81.04705,US,GA
4223313,Smithville,31.90045,-84.25185,US,GA
4223379,Smyrna,33.88399,-84.51438,US,GA
4223413,Snellville,33.85733,-84.01991,US,GA
4223469,Social Circle,33.65623,-83.71823,US,GA
4223516,Soperton,32.37712,-82.59236,US,GA
4223871,Sparks,31.16686,-83.43738,US,GA
4223874,Sparks,33.08793,-82.73764,US,GA
4223880,Sparta,33.2757,-82.97626,US,GA
4224162,Springfield,32.37241,-81.3115,US,GA
4224412,Statenville,30.70327,-83.02764,US,GA
4224413,Statesboro,32.44879,-81.78317,US,GA
4224427,Statham,33.96511,-83.59655,US,GA
4224653,Stillmore,32.44212,-82.21512,US,GA
4224681,Stockbridge,33.54428,-84.23381,US,GA
4224745,Stone Mountain,33.80816,-84.1702,US,GA
4225039,Sugar Hill,34.10649,-84.03352,US,GA
4225122,Summerville,34.48064,-85.34773,US,GA
4225215,Sunnyside,31.23938,-82.34207,US,GA
4225268,Sunset Village,32.89791,-84.40381,US,GA
4225309,Suwanee,34.05149,-84.0713,US,GA
4225346,Swainsboro,32.59739,-82.33374,US,GA
4225487,Sycamore,31.67435,-83.63739,US,GA
4225515,Sylvania,32.75044,-81.63678,US,GA
4225522,Sylvester,31.53092,-83.83693,US,GA
4225613,Talbotton,32.67764,-84.53937,US,GA
4225658,Tallapoosa,33.74455,-85.28801,US,GA
4225688,Talmo,31.31326,-82.56903,US,GA
4225973,Temple,33.73705,-85.03244,US,GA
4226031,Tennille,32.93599,-82.81153,US,GA
4226348,Thomasville,30.83658,-83.97878,US,GA
4226364,Thomaston,32.88819,-84.32659,US,GA
4226435,Thomson,33.47069,-82.50457,US,GA
4226499,Thunderbolt,32.03354,-81.04983,US,GA
4226552,Tifton,31.45046,-83.5085,US,GA
4226586,Tignall,33.86762,-82.74125,US,GA
4226722,Toccoa,34.57732,-83.33239,US,GA
4227012,Trenton,34.87202,-85.50913,US,GA
4227128,Trion,34.54397,-85.31051,US,GA
4227213,Tucker,33.85455,-84.21714,US,GA
4227277,Tunnel Hill,34.84063,-85.04273,US,GA
4227521,Twin City,32.58294,-82.15512,US,GA
4227582,Ty Ty,31.47185,-83.64684,US,GA
4227593,Tybee Island,32.00022,-80.84567,US,GA
4227612,Tyrone,33.47123,-84.59715,US,GA
4227639,Unadilla,32.26155,-83.73657,US,GA
4227777,Union City,33.58706,-84.54243,US,GA
4227871,Union Point,33.61568,-83.0746,US,GA
4227917,Unionville,31.43491,-83.50961,US,GA
4228139,Uvalda,32.03574,-82.50819,US,GA
4228147,Valdosta,30.83334,-83.28032,US,GA
4228262,Varnell,34.90119,-84.97383,US,GA
4228425,Vidalia,32.21769,-82.41346,US,GA
4228440,Vienna,32.09156,-83.79545,US,GA
4228452,Villa Rica,33.73205,-84.91911,US,GA
4228518,Vinings,33.86483,-84.46437,US,GA
4229053,Waco,33.70288,-85.18328,US,GA
4229079,Wadley,32.86682,-82.40402,US,GA
4229129,Waleska,34.31648,-84.55215,US,GA
4229317,Walnut Grove,33.74261,-83.8524,US,GA
4229357,Walthourville,31.7741,-81.63261,US,GA
4229476,Warner Robins,32.61574,-83.62664,US,GA
4229517,Warrenton,33.40708,-82.66208,US,GA
4229546,Washington,33.73679,-82.73931,US,GA
4229691,Watkinsville,33.8629,-83.40877,US,GA
4229763,Waycross,31.21368,-82.3557,US,GA
4229791,Waynesboro,33.08987,-82.01567,US,GA
4229824,Waverly Hall,32.68347,-84.73826,US,GA
4230259,West Point,32.87791,-85.18327,US,GA
4230280,West Point,32.79347,-83.80741,US,GA
4230567,White,34.28287,-84.74521,US,GA
4230760,Whitemarsh Island,32.02882,-81.01678,US,GA
4230789,Whitesburg,33.494,-84.91383,US,GA
4231065,Willacoochee,31.34076,-83.04598,US,GA
4231354,Wilmington Island,32.00355,-80.97372,US,GA
4231523,Winder,33.99261,-83.72017,US,GA
4231567,Winterville,33.96706,-83.27821,US,GA
4231725,Woodbine,30.96396,-81.72416,US,GA
4231738,Woodbury,32.98374,-84.5827,US,GA
4231874,Woodstock,34.10149,-84.51938,US,GA
4231997,Wrens,33.20765,-82.39179,US,GA
4232049,Wrightsville,32.72933,-82.71986,US,GA
4232183,Yonah,34.64121,-83.75351,US,GA
4232246,Young Harris,34.93315,-83.84712,US,GA
4232308,Zebulon,33.10235,-84.3427,US,GA
4232564,Albers,38.54338,-89.61231,US,IL
4232568,Albion,38.37755,-88.05615,US,IL
4232599,Alhambra,38.88838,-89.73148,US,IL
4232652,Alorton,38.58977,-90.12011,US,IL
4232662,Altamont,39.06199,-88.74811,US,IL
4232679,Alton,38.8906,-90.18428,US,IL
4232776,Anna,37.46033,-89.24703,US,IL
4232862,Arcola,39.68476,-88.30644,US,IL
4232876,Argenta,39.98198,-88.82285,US,IL
4232911,Arthur,39.71476,-88.47228,US,IL
4232953,Ashland,39.88783,-90.00789,US,IL
4232964,Ashley,38.32949,-89.19091,US,IL
4232973,Ashmore,39.53309,-88.02226,US,IL
4232987,Assumption,39.52032,-89.04897,US,IL
4232997,Athens,39.96088,-89.72399,US,IL
4233022,Atwood,39.79948,-88.46228,US,IL
4233029,Auburn,39.59172,-89.74649,US,IL
4233069,Ava,37.88838,-89.49482,US,IL
4233090,Aviston,38.60672,-89.60759,US,IL
4233255,Barry,39.69421,-91.03902,US,IL
4233261,Bartelso,38.53644,-89.46647,US,IL
4233430,Beckemeyer,38.6056,-89.43592,US,IL
4233552,Bement,39.92198,-88.57201,US,IL
4233572,Benld,39.09282,-89.80398,US,IL
4233586,Benton,37.99672,-88.92007,US,IL
4233662,Bethalto,38.90921,-90.04066,US,IL
4233670,Bethany,39.64559,-88.73813,US,IL
4233813,Belleville,38.52005,-89.98399,US,IL
4234081,Blue Mound,39.70115,-89.12314,US,IL
4234125,Bluffs,39.75199,-90.53513,US,IL
4234131,Bluford,38.33088,-88.72589,US,IL
4234362,Breese,38.6106,-89.52703,US,IL
4234416,Bridgeport,38.70588,-87.76003,US,IL
4234436,Brighton,39.03977,-90.14066,US,IL
4234474,Brooklyn,38.65866,-90.16594,US,IL
4234477,Brookport,37.12367,-88.63033,US,IL
4234577,Brownstown,38.99588,-88.95284,US,IL
4234810,Bunker Hill,39.04282,-89.95177,US,IL
4234969,Cahokia,38.57088,-90.19011,US,IL
4234985,Cairo,37.00533,-89.17646,US,IL
4235075,Cambria,37.78144,-89.11925,US,IL
4235193,Carbondale,37.72727,-89.21675,US,IL
4235211,Carlinville,39.27977,-89.88177,US,IL
4235229,Carlyle,38.61033,-89.37258,US,IL
4235246,Carmi,38.09088,-88.15865,US,IL
4235274,Carrier Mills,37.68422,-88.63283,US,IL
4235288,Carrollton,39.30227,-90.40706,US,IL
4235311,Carterville,37.76005,-89.0773,US,IL
4235334,Casey,39.2992,-87.99253,US,IL
4235355,Caseyville,38.63672,-90.02566,US,IL
4235535,Central City,38.54894,-89.12701,US,IL
4235587,Centralia,38.52505,-89.1334,US,IL
4235600,Centreville,38.58338,-90.12511,US,IL
4235607,Cerro Gordo,39.89059,-88.72813,US,IL
4235645,Chapin,39.88142,-88.77396,US,IL
4235668,Charleston,39.49615,-88.17615,US,IL
4235683,Chatham,39.67616,-89.70454,US,IL
4235724,Chester,37.91366,-89.82205,US,IL
4235766,Chrisman,39.80365,-87.67364,US,IL
4235804,Christopher,37.97255,-89.05341,US,IL
4235915,Cisne,38.51588,-88.43755,US,IL
4235980,Clay City,38.68866,-88.35421,US,IL
4236102,Cobden,37.53144,-89.25342,US,IL
4236119,Coello,37.99422,-89.0673,US,IL
4236124,Coffeen,39.08921,-89.39064,US,IL
4236191,Collinsville,38.67033,-89.98455,US,IL
4236206,Columbia,38.44366,-90.20122,US,IL
4236454,Coulterville,38.18644,-89.60565,US,IL
4236486,Cowden,39.24838,-88.86229,US,IL
4236555,Crainville,37.75199,-89.06785,US,IL
4236588,Creal Springs,37.61949,-88.83673,US,IL
4236687,Crossville,38.16171,-88.06531,US,IL
4236786,Dahlgren,38.1981,-88.6845,US,IL
4236804,Dalton City,39.71198,-88.80452,US,IL
4236879,De Soto,37.81755,-89.22786,US,IL
4236895,Decatur,39.84031,-88.9548,US,IL
4237047,Dieterich,39.06199,-88.37977,US,IL
4237076,Divernon,39.56561,-89.65732,US,IL
4237155,Dongola,37.36116,-89.16591,US,IL
4237312,Du Quoin,38.01144,-89.23619,US,IL
4237383,Dupo,38.51616,-90.21039,US,IL
4237473,East Alton,38.88033,-90.11122,US,IL
4237579,East Saint Louis,38.6245,-90.15094,US,IL
4237687,Edinburg,39.65727,-89.38953,US,IL
4237717,Edwardsville,38.81144,-89.95316,US,IL
4237727,Effingham,39.12004,-88.54338,US,IL
4237767,Eldorado,37.81366,-88.4381,US,IL
4237790,Elizabethtown,37.44588,-88.30504,US,IL
4237807,Elkville,37.91005,-89.23592,US,IL
4237889,Elsah,38.95616,-90.35984,US,IL
4237953,Energy,37.77394,-89.02646,US,IL
4237956,Enfield,38.09949,-88.33754,US,IL
4237989,Equality,37.73394,-88.34338,US,IL
4238033,Evansville,38.09033,-89.93844,US,IL
4238081,Fairfield,38.37894,-88.35977,US,IL
4238104,Fairmont City,38.64977,-90.09316,US,IL
4238132,Fairview Heights,38.58894,-89.99038,US,IL
4238210,Farina,38.83421,-88.77228,US,IL
4238226,Farmersville,39.44339,-89.65176,US,IL
4238324,Findlay,39.52254,-88.75368,US,IL
4238777,Flora,38.66894,-88.4856,US,IL
4238858,Forsyth,39.93254,-88.95119,US,IL
4238975,Franklin,39.62033,-90.044,US,IL
4239058,Freeburg,38.42755,-89.91371,US,IL
4239218,Galatia,37.8406,-88.60922,US,IL
4239337,Georgetown,39.97531,-87.63585,US,IL
4239368,Germantown,38.55366,-89.53842,US,IL
4239423,Gillespie,39.12977,-89.81954,US,IL
4239465,Glen Carbon,38.74838,-89.98316,US,IL
4239483,Girard,39.44644,-89.78093,US,IL
4239509,Godfrey,38.9556,-90.18678,US,IL
4239519,Golconda,37.36727,-88.48643,US,IL
4239597,Goreville,37.5545,-88.97229,US,IL
4239660,Grafton,38.97005,-90.4315,US,IL
4239696,Grand Tower,37.62644,-89.49787,US,IL
4239702,Grandview,39.81644,-89.61871,US,IL
4239714,Granite City,38.70144,-90.14872,US,IL
4239773,Grayville,38.25755,-87.99364,US,IL
4239840,Greenfield,39.34366,-90.21261,US,IL
4239858,Greenup,39.24782,-88.16337,US,IL
4239867,Greenville,38.89227,-89.41314,US,IL
4239932,Griggsville,39.70894,-90.72457,US,IL
4240137,Hamel,38.88894,-89.84538,US,IL
4240209,Hardin,39.15671,-90.6179,US,IL
4240284,Harrisburg,37.73838,-88.54061,US,IL
4240292,Harrison,37.79672,-89.33703,US,IL
4240306,Harristown,39.85393,-89.08397,US,IL
4240319,Hartford,38.83338,-90.09594,US,IL
4240540,Herrin,37.80311,-89.02757,US,IL
4240679,Highland,38.73949,-89.6712,US,IL
4240782,Hillsboro,39.16128,-89.4954,US,IL
4240857,Holiday Shores,38.92199,-89.94066,US,IL
4241091,Hoyleton,38.44172,-89.27425,US,IL
4241201,Hurst,37.83311,-89.14286,US,IL
4241211,Hutsonville,39.10949,-87.65641,US,IL
4241302,Illiopolis,39.85365,-89.24203,US,IL
4241354,Ina,38.15116,-88.90396,US,IL
4241612,Irvington,38.43922,-89.16285,US,IL
4241704,Jacksonville,39.73394,-90.22901,US,IL
4241810,Jerome,39.76755,-89.68066,US,IL
4241822,Jerseyville,39.12005,-90.32845,US,IL
4241934,Johnston City,37.82061,-88.92757,US,IL
4241992,Jonesboro,37.45172,-89.26814,US,IL
4242066,Kansas,39.55281,-87.93948,US,IL
4242242,Kincaid,39.58866,-89.41454,US,IL
4242307,Kinmundy,38.77338,-88.84672,US,IL
4242769,Lawrenceville,38.72921,-87.68169,US,IL
4242790,Lebanon,38.60394,-89.80732,US,IL
4242842,Leland Grove,39.777,-89.67927,US,IL
4242896,Liberty,39.87949,-91.10792,US,IL
4243131,Litchfield,39.17533,-89.65426,US,IL
4243334,Livingston,38.96755,-89.76398,US,IL
4243342,Loami,39.67561,-89.84677,US,IL
4243455,Long Creek,39.81198,-88.84757,US,IL
4243551,Louisville,38.77227,-88.50255,US,IL
4243574,Lovington,39.71559,-88.63256,US,IL
4243717,Macon,39.71282,-88.99702,US,IL
4243740,Madison,38.68255,-90.15705,US,IL
4243794,Makanda,37.61755,-89.20897,US,IL
4243890,Marine,38.78644,-89.77759,US,IL
4243899,Marion,37.73061,-88.93313,US,IL
4243918,Marissa,38.25005,-89.7501,US,IL
4243951,Marshall,39.39143,-87.69364,US,IL
4244005,Martinsville,39.33559,-87.88198,US,IL
4244026,Maryville,38.72366,-89.95593,US,IL
4244031,Mascoutah,38.49033,-89.79315,US,IL
4244099,Mattoon,39.48309,-88.37283,US,IL
4244307,McLeansboro,38.09338,-88.53561,US,IL
4244351,Mechanicsburg,39.80949,-89.39731,US,IL
4244418,Meredosia,39.83116,-90.55957,US,IL
4244462,Metropolis,37.15117,-88.732,US,IL
4244637,Millstadt,38.46144,-90.09178,US,IL
4244696,Mitchell,38.76199,-90.08538,US,IL
4244880,Morrisonville,39.42005,-89.45565,US,IL
4244928,Mound City,37.08533,-89.16257,US,IL
4244951,Mounds,37.11422,-89.19785,US,IL
4244967,Mount Carmel,38.41088,-87.76142,US,IL
4245045,Mount Olive,39.07227,-89.72731,US,IL
4245136,Mount Sterling,39.98727,-90.76346,US,IL
4245152,Mount Vernon,38.31727,-88.90312,US,IL
4245174,Mount Zion,39.77143,-88.87424,US,IL
4245258,Moweaqua,39.62476,-89.01897,US,IL
4245302,Mulberry Grove,38.92505,-89.26896,US,IL
4245336,Murphysboro,37.7645,-89.33509,US,IL
4245345,Murrayville,39.5856,-90.25206,US,IL
4245376,Nashville,38.34366,-89.38064,US,IL
